// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 27 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:06 (6.33 sec)   *****
// Found 27 benchmarks:
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1)

OverheadActual   6: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual   7: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual  17: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  20: 1 op, 300.00 ns, 300.0000 ns/op

OverheadWarmup   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   4: 1 op, 900.00 ns, 900.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadActual   1: 1 op, 201700.00 ns, 201.7000 us/op
WorkloadActual   2: 1 op, 187800.00 ns, 187.8000 us/op
WorkloadActual   3: 1 op, 196000.00 ns, 196.0000 us/op
WorkloadActual   4: 1 op, 210000.00 ns, 210.0000 us/op
WorkloadActual   5: 1 op, 200100.00 ns, 200.1000 us/op
WorkloadActual   6: 1 op, 213400.00 ns, 213.4000 us/op
WorkloadActual   7: 1 op, 218600.00 ns, 218.6000 us/op
WorkloadActual   8: 1 op, 195500.00 ns, 195.5000 us/op
WorkloadActual   9: 1 op, 199800.00 ns, 199.8000 us/op
WorkloadActual  10: 1 op, 188800.00 ns, 188.8000 us/op
WorkloadActual  11: 1 op, 208400.00 ns, 208.4000 us/op
WorkloadActual  12: 1 op, 185900.00 ns, 185.9000 us/op
WorkloadActual  13: 1 op, 209800.00 ns, 209.8000 us/op
WorkloadActual  14: 1 op, 244600.00 ns, 244.6000 us/op
WorkloadActual  15: 1 op, 261100.00 ns, 261.1000 us/op
WorkloadActual  16: 1 op, 240500.00 ns, 240.5000 us/op
WorkloadActual  17: 1 op, 238500.00 ns, 238.5000 us/op
WorkloadActual  18: 1 op, 221300.00 ns, 221.3000 us/op
WorkloadActual  19: 1 op, 215400.00 ns, 215.4000 us/op
WorkloadActual  20: 1 op, 193900.00 ns, 193.9000 us/op
WorkloadActual  21: 1 op, 186300.00 ns, 186.3000 us/op
WorkloadActual  22: 1 op, 194800.00 ns, 194.8000 us/op
WorkloadActual  23: 1 op, 215400.00 ns, 215.4000 us/op
WorkloadActual  24: 1 op, 195300.00 ns, 195.3000 us/op
WorkloadActual  25: 1 op, 195100.00 ns, 195.1000 us/op
WorkloadActual  26: 1 op, 243200.00 ns, 243.2000 us/op
WorkloadActual  27: 1 op, 193000.00 ns, 193.0000 us/op
WorkloadActual  28: 1 op, 201400.00 ns, 201.4000 us/op
WorkloadActual  29: 1 op, 188000.00 ns, 188.0000 us/op
WorkloadActual  30: 1 op, 208800.00 ns, 208.8000 us/op
WorkloadActual  31: 1 op, 184900.00 ns, 184.9000 us/op
WorkloadActual  32: 1 op, 193600.00 ns, 193.6000 us/op
WorkloadActual  33: 1 op, 184400.00 ns, 184.4000 us/op
WorkloadActual  34: 1 op, 187500.00 ns, 187.5000 us/op
WorkloadActual  35: 1 op, 212600.00 ns, 212.6000 us/op
WorkloadActual  36: 1 op, 210100.00 ns, 210.1000 us/op
WorkloadActual  37: 1 op, 223400.00 ns, 223.4000 us/op
WorkloadActual  38: 1 op, 186600.00 ns, 186.6000 us/op
WorkloadActual  39: 1 op, 197300.00 ns, 197.3000 us/op
WorkloadActual  40: 1 op, 195400.00 ns, 195.4000 us/op
WorkloadActual  41: 1 op, 209100.00 ns, 209.1000 us/op
WorkloadActual  42: 1 op, 187200.00 ns, 187.2000 us/op
WorkloadActual  43: 1 op, 186000.00 ns, 186.0000 us/op
WorkloadActual  44: 1 op, 218400.00 ns, 218.4000 us/op
WorkloadActual  45: 1 op, 186200.00 ns, 186.2000 us/op
WorkloadActual  46: 1 op, 267700.00 ns, 267.7000 us/op
WorkloadActual  47: 1 op, 194400.00 ns, 194.4000 us/op
WorkloadActual  48: 1 op, 208400.00 ns, 208.4000 us/op
WorkloadActual  49: 1 op, 212700.00 ns, 212.7000 us/op
WorkloadActual  50: 1 op, 191100.00 ns, 191.1000 us/op
WorkloadActual  51: 1 op, 208800.00 ns, 208.8000 us/op
WorkloadActual  52: 1 op, 185700.00 ns, 185.7000 us/op
WorkloadActual  53: 1 op, 192100.00 ns, 192.1000 us/op
WorkloadActual  54: 1 op, 187200.00 ns, 187.2000 us/op
WorkloadActual  55: 1 op, 195800.00 ns, 195.8000 us/op
WorkloadActual  56: 1 op, 213600.00 ns, 213.6000 us/op
WorkloadActual  57: 1 op, 188800.00 ns, 188.8000 us/op
WorkloadActual  58: 1 op, 224200.00 ns, 224.2000 us/op
WorkloadActual  59: 1 op, 259700.00 ns, 259.7000 us/op
WorkloadActual  60: 1 op, 215800.00 ns, 215.8000 us/op
WorkloadActual  61: 1 op, 186000.00 ns, 186.0000 us/op
WorkloadActual  62: 1 op, 189500.00 ns, 189.5000 us/op
WorkloadActual  63: 1 op, 210500.00 ns, 210.5000 us/op
WorkloadActual  64: 1 op, 227800.00 ns, 227.8000 us/op
WorkloadActual  65: 1 op, 184500.00 ns, 184.5000 us/op
WorkloadActual  66: 1 op, 194700.00 ns, 194.7000 us/op
WorkloadActual  67: 1 op, 203900.00 ns, 203.9000 us/op
WorkloadActual  68: 1 op, 187600.00 ns, 187.6000 us/op
WorkloadActual  69: 1 op, 255100.00 ns, 255.1000 us/op
WorkloadActual  70: 1 op, 224200.00 ns, 224.2000 us/op
WorkloadActual  71: 1 op, 198400.00 ns, 198.4000 us/op
WorkloadActual  72: 1 op, 224100.00 ns, 224.1000 us/op
WorkloadActual  73: 1 op, 242900.00 ns, 242.9000 us/op
WorkloadActual  74: 1 op, 191700.00 ns, 191.7000 us/op
WorkloadActual  75: 1 op, 185700.00 ns, 185.7000 us/op
WorkloadActual  76: 1 op, 274600.00 ns, 274.6000 us/op
WorkloadActual  77: 1 op, 188700.00 ns, 188.7000 us/op
WorkloadActual  78: 1 op, 190100.00 ns, 190.1000 us/op
WorkloadActual  79: 1 op, 213200.00 ns, 213.2000 us/op
WorkloadActual  80: 1 op, 208000.00 ns, 208.0000 us/op
WorkloadActual  81: 1 op, 200700.00 ns, 200.7000 us/op
WorkloadActual  82: 1 op, 191200.00 ns, 191.2000 us/op
WorkloadActual  83: 1 op, 187600.00 ns, 187.6000 us/op
WorkloadActual  84: 1 op, 208400.00 ns, 208.4000 us/op
WorkloadActual  85: 1 op, 204900.00 ns, 204.9000 us/op
WorkloadActual  86: 1 op, 195100.00 ns, 195.1000 us/op
WorkloadActual  87: 1 op, 236500.00 ns, 236.5000 us/op
WorkloadActual  88: 1 op, 208300.00 ns, 208.3000 us/op
WorkloadActual  89: 1 op, 187200.00 ns, 187.2000 us/op
WorkloadActual  90: 1 op, 255300.00 ns, 255.3000 us/op
WorkloadActual  91: 1 op, 202800.00 ns, 202.8000 us/op
WorkloadActual  92: 1 op, 207600.00 ns, 207.6000 us/op
WorkloadActual  93: 1 op, 189900.00 ns, 189.9000 us/op
WorkloadActual  94: 1 op, 182600.00 ns, 182.6000 us/op
WorkloadActual  95: 1 op, 203100.00 ns, 203.1000 us/op
WorkloadActual  96: 1 op, 185700.00 ns, 185.7000 us/op
WorkloadActual  97: 1 op, 216600.00 ns, 216.6000 us/op
WorkloadActual  98: 1 op, 196900.00 ns, 196.9000 us/op
WorkloadActual  99: 1 op, 205000.00 ns, 205.0000 us/op
WorkloadActual  100: 1 op, 196300.00 ns, 196.3000 us/op

WorkloadResult   1: 1 op, 201400.00 ns, 201.4000 us/op
WorkloadResult   2: 1 op, 187500.00 ns, 187.5000 us/op
WorkloadResult   3: 1 op, 195700.00 ns, 195.7000 us/op
WorkloadResult   4: 1 op, 209700.00 ns, 209.7000 us/op
WorkloadResult   5: 1 op, 199800.00 ns, 199.8000 us/op
WorkloadResult   6: 1 op, 213100.00 ns, 213.1000 us/op
WorkloadResult   7: 1 op, 218300.00 ns, 218.3000 us/op
WorkloadResult   8: 1 op, 195200.00 ns, 195.2000 us/op
WorkloadResult   9: 1 op, 199500.00 ns, 199.5000 us/op
WorkloadResult  10: 1 op, 188500.00 ns, 188.5000 us/op
WorkloadResult  11: 1 op, 208100.00 ns, 208.1000 us/op
WorkloadResult  12: 1 op, 185600.00 ns, 185.6000 us/op
WorkloadResult  13: 1 op, 209500.00 ns, 209.5000 us/op
WorkloadResult  14: 1 op, 244300.00 ns, 244.3000 us/op
WorkloadResult  15: 1 op, 240200.00 ns, 240.2000 us/op
WorkloadResult  16: 1 op, 238200.00 ns, 238.2000 us/op
WorkloadResult  17: 1 op, 221000.00 ns, 221.0000 us/op
WorkloadResult  18: 1 op, 215100.00 ns, 215.1000 us/op
WorkloadResult  19: 1 op, 193600.00 ns, 193.6000 us/op
WorkloadResult  20: 1 op, 186000.00 ns, 186.0000 us/op
WorkloadResult  21: 1 op, 194500.00 ns, 194.5000 us/op
WorkloadResult  22: 1 op, 215100.00 ns, 215.1000 us/op
WorkloadResult  23: 1 op, 195000.00 ns, 195.0000 us/op
WorkloadResult  24: 1 op, 194800.00 ns, 194.8000 us/op
WorkloadResult  25: 1 op, 242900.00 ns, 242.9000 us/op
WorkloadResult  26: 1 op, 192700.00 ns, 192.7000 us/op
WorkloadResult  27: 1 op, 201100.00 ns, 201.1000 us/op
WorkloadResult  28: 1 op, 187700.00 ns, 187.7000 us/op
WorkloadResult  29: 1 op, 208500.00 ns, 208.5000 us/op
WorkloadResult  30: 1 op, 184600.00 ns, 184.6000 us/op
WorkloadResult  31: 1 op, 193300.00 ns, 193.3000 us/op
WorkloadResult  32: 1 op, 184100.00 ns, 184.1000 us/op
WorkloadResult  33: 1 op, 187200.00 ns, 187.2000 us/op
WorkloadResult  34: 1 op, 212300.00 ns, 212.3000 us/op
WorkloadResult  35: 1 op, 209800.00 ns, 209.8000 us/op
WorkloadResult  36: 1 op, 223100.00 ns, 223.1000 us/op
WorkloadResult  37: 1 op, 186300.00 ns, 186.3000 us/op
WorkloadResult  38: 1 op, 197000.00 ns, 197.0000 us/op
WorkloadResult  39: 1 op, 195100.00 ns, 195.1000 us/op
WorkloadResult  40: 1 op, 208800.00 ns, 208.8000 us/op
WorkloadResult  41: 1 op, 186900.00 ns, 186.9000 us/op
WorkloadResult  42: 1 op, 185700.00 ns, 185.7000 us/op
WorkloadResult  43: 1 op, 218100.00 ns, 218.1000 us/op
WorkloadResult  44: 1 op, 185900.00 ns, 185.9000 us/op
WorkloadResult  45: 1 op, 194100.00 ns, 194.1000 us/op
WorkloadResult  46: 1 op, 208100.00 ns, 208.1000 us/op
WorkloadResult  47: 1 op, 212400.00 ns, 212.4000 us/op
WorkloadResult  48: 1 op, 190800.00 ns, 190.8000 us/op
WorkloadResult  49: 1 op, 208500.00 ns, 208.5000 us/op
WorkloadResult  50: 1 op, 185400.00 ns, 185.4000 us/op
WorkloadResult  51: 1 op, 191800.00 ns, 191.8000 us/op
WorkloadResult  52: 1 op, 186900.00 ns, 186.9000 us/op
WorkloadResult  53: 1 op, 195500.00 ns, 195.5000 us/op
WorkloadResult  54: 1 op, 213300.00 ns, 213.3000 us/op
WorkloadResult  55: 1 op, 188500.00 ns, 188.5000 us/op
WorkloadResult  56: 1 op, 223900.00 ns, 223.9000 us/op
WorkloadResult  57: 1 op, 215500.00 ns, 215.5000 us/op
WorkloadResult  58: 1 op, 185700.00 ns, 185.7000 us/op
WorkloadResult  59: 1 op, 189200.00 ns, 189.2000 us/op
WorkloadResult  60: 1 op, 210200.00 ns, 210.2000 us/op
WorkloadResult  61: 1 op, 227500.00 ns, 227.5000 us/op
WorkloadResult  62: 1 op, 184200.00 ns, 184.2000 us/op
WorkloadResult  63: 1 op, 194400.00 ns, 194.4000 us/op
WorkloadResult  64: 1 op, 203600.00 ns, 203.6000 us/op
WorkloadResult  65: 1 op, 187300.00 ns, 187.3000 us/op
WorkloadResult  66: 1 op, 223900.00 ns, 223.9000 us/op
WorkloadResult  67: 1 op, 198100.00 ns, 198.1000 us/op
WorkloadResult  68: 1 op, 223800.00 ns, 223.8000 us/op
WorkloadResult  69: 1 op, 242600.00 ns, 242.6000 us/op
WorkloadResult  70: 1 op, 191400.00 ns, 191.4000 us/op
WorkloadResult  71: 1 op, 185400.00 ns, 185.4000 us/op
WorkloadResult  72: 1 op, 188400.00 ns, 188.4000 us/op
WorkloadResult  73: 1 op, 189800.00 ns, 189.8000 us/op
WorkloadResult  74: 1 op, 212900.00 ns, 212.9000 us/op
WorkloadResult  75: 1 op, 207700.00 ns, 207.7000 us/op
WorkloadResult  76: 1 op, 200400.00 ns, 200.4000 us/op
WorkloadResult  77: 1 op, 190900.00 ns, 190.9000 us/op
WorkloadResult  78: 1 op, 187300.00 ns, 187.3000 us/op
WorkloadResult  79: 1 op, 208100.00 ns, 208.1000 us/op
WorkloadResult  80: 1 op, 204600.00 ns, 204.6000 us/op
WorkloadResult  81: 1 op, 194800.00 ns, 194.8000 us/op
WorkloadResult  82: 1 op, 236200.00 ns, 236.2000 us/op
WorkloadResult  83: 1 op, 208000.00 ns, 208.0000 us/op
WorkloadResult  84: 1 op, 186900.00 ns, 186.9000 us/op
WorkloadResult  85: 1 op, 202500.00 ns, 202.5000 us/op
WorkloadResult  86: 1 op, 207300.00 ns, 207.3000 us/op
WorkloadResult  87: 1 op, 189600.00 ns, 189.6000 us/op
WorkloadResult  88: 1 op, 182300.00 ns, 182.3000 us/op
WorkloadResult  89: 1 op, 202800.00 ns, 202.8000 us/op
WorkloadResult  90: 1 op, 185400.00 ns, 185.4000 us/op
WorkloadResult  91: 1 op, 216300.00 ns, 216.3000 us/op
WorkloadResult  92: 1 op, 196600.00 ns, 196.6000 us/op
WorkloadResult  93: 1 op, 204700.00 ns, 204.7000 us/op
WorkloadResult  94: 1 op, 196000.00 ns, 196.0000 us/op
// GC:  0 0 0 2272 1
// Threading:  0 0 1


Mean = 202.152 μs, StdErr = 1.593 μs (0.79%), N = 94, StdDev = 15.444 μs
Min = 182.300 μs, Q1 = 188.675 μs, Median = 197.550 μs, Q3 = 210.100 μs, Max = 244.300 μs
IQR = 21.425 μs, LowerFence = 156.537 μs, UpperFence = 242.238 μs
ConfidenceInterval = [196.739 μs; 207.565 μs] (CI 99.9%), Margin = 5.413 μs (2.68% of Mean)
Skewness = 0.93, Kurtosis = 3.23, MValue = 3

// ** Remained 25 (92,6 %) benchmark(s) to run. Estimated finish 2025-07-05 0:07 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 147600.00 ns, 147.6000 us/op
WorkloadJitting  1: 1 op, 366000.00 ns, 366.0000 us/op

OverheadWarmup   1: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 600.00 ns, 600.0000 ns/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadActual   1: 1 op, 118700.00 ns, 118.7000 us/op
WorkloadActual   2: 1 op, 130200.00 ns, 130.2000 us/op
WorkloadActual   3: 1 op, 122000.00 ns, 122.0000 us/op
WorkloadActual   4: 1 op, 145800.00 ns, 145.8000 us/op
WorkloadActual   5: 1 op, 128300.00 ns, 128.3000 us/op
WorkloadActual   6: 1 op, 120600.00 ns, 120.6000 us/op
WorkloadActual   7: 1 op, 189900.00 ns, 189.9000 us/op
WorkloadActual   8: 1 op, 117300.00 ns, 117.3000 us/op
WorkloadActual   9: 1 op, 118100.00 ns, 118.1000 us/op
WorkloadActual  10: 1 op, 124100.00 ns, 124.1000 us/op
WorkloadActual  11: 1 op, 118000.00 ns, 118.0000 us/op
WorkloadActual  12: 1 op, 115200.00 ns, 115.2000 us/op
WorkloadActual  13: 1 op, 116100.00 ns, 116.1000 us/op
WorkloadActual  14: 1 op, 120000.00 ns, 120.0000 us/op
WorkloadActual  15: 1 op, 118100.00 ns, 118.1000 us/op
WorkloadActual  16: 1 op, 117600.00 ns, 117.6000 us/op
WorkloadActual  17: 1 op, 123800.00 ns, 123.8000 us/op
WorkloadActual  18: 1 op, 118300.00 ns, 118.3000 us/op
WorkloadActual  19: 1 op, 119600.00 ns, 119.6000 us/op
WorkloadActual  20: 1 op, 123500.00 ns, 123.5000 us/op
WorkloadActual  21: 1 op, 131000.00 ns, 131.0000 us/op
WorkloadActual  22: 1 op, 122600.00 ns, 122.6000 us/op
WorkloadActual  23: 1 op, 119700.00 ns, 119.7000 us/op
WorkloadActual  24: 1 op, 127000.00 ns, 127.0000 us/op
WorkloadActual  25: 1 op, 116500.00 ns, 116.5000 us/op
WorkloadActual  26: 1 op, 115800.00 ns, 115.8000 us/op
WorkloadActual  27: 1 op, 116700.00 ns, 116.7000 us/op
WorkloadActual  28: 1 op, 119600.00 ns, 119.6000 us/op
WorkloadActual  29: 1 op, 115800.00 ns, 115.8000 us/op
WorkloadActual  30: 1 op, 116400.00 ns, 116.4000 us/op
WorkloadActual  31: 1 op, 117800.00 ns, 117.8000 us/op
WorkloadActual  32: 1 op, 117000.00 ns, 117.0000 us/op
WorkloadActual  33: 1 op, 129100.00 ns, 129.1000 us/op
WorkloadActual  34: 1 op, 119300.00 ns, 119.3000 us/op
WorkloadActual  35: 1 op, 119900.00 ns, 119.9000 us/op
WorkloadActual  36: 1 op, 131300.00 ns, 131.3000 us/op
WorkloadActual  37: 1 op, 118800.00 ns, 118.8000 us/op
WorkloadActual  38: 1 op, 129800.00 ns, 129.8000 us/op
WorkloadActual  39: 1 op, 115100.00 ns, 115.1000 us/op
WorkloadActual  40: 1 op, 119000.00 ns, 119.0000 us/op
WorkloadActual  41: 1 op, 117400.00 ns, 117.4000 us/op
WorkloadActual  42: 1 op, 116200.00 ns, 116.2000 us/op
WorkloadActual  43: 1 op, 125200.00 ns, 125.2000 us/op
WorkloadActual  44: 1 op, 117700.00 ns, 117.7000 us/op
WorkloadActual  45: 1 op, 121200.00 ns, 121.2000 us/op
WorkloadActual  46: 1 op, 119700.00 ns, 119.7000 us/op
WorkloadActual  47: 1 op, 115700.00 ns, 115.7000 us/op
WorkloadActual  48: 1 op, 116100.00 ns, 116.1000 us/op

WorkloadResult   1: 1 op, 118500.00 ns, 118.5000 us/op
WorkloadResult   2: 1 op, 130000.00 ns, 130.0000 us/op
WorkloadResult   3: 1 op, 121800.00 ns, 121.8000 us/op
WorkloadResult   4: 1 op, 128100.00 ns, 128.1000 us/op
WorkloadResult   5: 1 op, 120400.00 ns, 120.4000 us/op
WorkloadResult   6: 1 op, 117100.00 ns, 117.1000 us/op
WorkloadResult   7: 1 op, 117900.00 ns, 117.9000 us/op
WorkloadResult   8: 1 op, 123900.00 ns, 123.9000 us/op
WorkloadResult   9: 1 op, 117800.00 ns, 117.8000 us/op
WorkloadResult  10: 1 op, 115000.00 ns, 115.0000 us/op
WorkloadResult  11: 1 op, 115900.00 ns, 115.9000 us/op
WorkloadResult  12: 1 op, 119800.00 ns, 119.8000 us/op
WorkloadResult  13: 1 op, 117900.00 ns, 117.9000 us/op
WorkloadResult  14: 1 op, 117400.00 ns, 117.4000 us/op
WorkloadResult  15: 1 op, 123600.00 ns, 123.6000 us/op
WorkloadResult  16: 1 op, 118100.00 ns, 118.1000 us/op
WorkloadResult  17: 1 op, 119400.00 ns, 119.4000 us/op
